timestamp,position,gain,movement_description
5677,180.0,0,Shoulder 0 to 90 degrees PID
5688,179.91,-1,Shoulder 0 to 90 degrees PID
5698,179.91,-1,Shoulder 0 to 90 degrees PID
5708,179.91,-1,Shoulder 0 to 90 degrees PID
5718,179.91,0,Shoulder 0 to 90 degrees PID
5728,179.91,0,Shoulder 0 to 90 degrees PID
5739,180.0,0,Shoulder 0 to 90 degrees PID
5749,179.91,-1,Shoulder 0 to 90 degrees PID
5760,180.0,-1,Shoulder 0 to 90 degrees PID
5770,180.0,0,Shoulder 0 to 90 degrees PID
5780,180.0,-1,Shoulder 0 to 90 degrees PID
5790,179.91,0,Shoulder 0 to 90 degrees PID
5801,180.0,0,Shoulder 0 to 90 degrees PID
5811,179.91,0,Shoulder 0 to 90 degrees PID
5821,180.0,0,Shoulder 0 to 90 degrees PID
5832,180.0,0,Shoulder 0 to 90 degrees PID
5842,180.09,1,Shoulder 0 to 90 degrees PID
5852,179.91,0,Shoulder 0 to 90 degrees PID
5862,180.0,0,Shoulder 0 to 90 degrees PID
5872,180.0,0,Shoulder 0 to 90 degrees PID
5883,179.91,-1,Shoulder 0 to 90 degrees PID
5894,180.0,-1,Shoulder 0 to 90 degrees PID
5904,180.0,0,Shoulder 0 to 90 degrees PID
5914,180.0,0,Shoulder 0 to 90 degrees PID
5925,180.0,0,Shoulder 0 to 90 degrees PID
5935,179.91,0,Shoulder 0 to 90 degrees PID
5946,180.0,0,Shoulder 0 to 90 degrees PID
5956,179.91,0,Shoulder 0 to 90 degrees PID
5966,180.0,-1,Shoulder 0 to 90 degrees PID
5976,179.91,-1,Shoulder 0 to 90 degrees PID
5986,179.91,0,Shoulder 0 to 90 degrees PID
5996,179.91,0,Shoulder 0 to 90 degrees PID
6007,179.91,-1,Shoulder 0 to 90 degrees PID
6017,180.0,0,Shoulder 0 to 90 degrees PID
6027,180.0,0,Shoulder 0 to 90 degrees PID
6038,179.91,-1,Shoulder 0 to 90 degrees PID
6048,180.0,0,Shoulder 0 to 90 degrees PID
6058,179.91,-1,Shoulder 0 to 90 degrees PID
6068,180.0,-1,Shoulder 0 to 90 degrees PID
6078,180.0,-1,Shoulder 0 to 90 degrees PID
6089,179.91,0,Shoulder 0 to 90 degrees PID
6099,180.0,-1,Shoulder 0 to 90 degrees PID
6109,180.0,-1,Shoulder 0 to 90 degrees PID
6119,180.0,-1,Shoulder 0 to 90 degrees PID
6130,180.0,-1,Shoulder 0 to 90 degrees PID
6140,180.0,0,Shoulder 0 to 90 degrees PID
6151,180.0,0,Shoulder 0 to 90 degrees PID
6161,179.91,0,Shoulder 0 to 90 degrees PID
6172,180.0,0,Shoulder 0 to 90 degrees PID
6182,180.0,0,Shoulder 0 to 90 degrees PID
6193,179.91,-1,Shoulder 0 to 90 degrees PID
6204,179.91,-1,Shoulder 0 to 90 degrees PID
6214,180.0,-1,Shoulder 0 to 90 degrees PID
6225,180.0,0,Shoulder 0 to 90 degrees PID
6236,180.0,0,Shoulder 0 to 90 degrees PID
6246,180.0,0,Shoulder 0 to 90 degrees PID
6257,179.91,0,Shoulder 0 to 90 degrees PID
6268,180.0,-1,Shoulder 0 to 90 degrees PID
6278,180.0,-1,Shoulder 0 to 90 degrees PID
6289,180.0,0,Shoulder 0 to 90 degrees PID
6299,179.91,0,Shoulder 0 to 90 degrees PID
6310,180.09,0,Shoulder 0 to 90 degrees PID
6320,180.0,0,Shoulder 0 to 90 degrees PID
6331,180.0,0,Shoulder 0 to 90 degrees PID
6342,179.91,-1,Shoulder 0 to 90 degrees PID
6352,180.0,0,Shoulder 0 to 90 degrees PID
6363,179.91,0,Shoulder 0 to 90 degrees PID
6373,180.0,0,Shoulder 0 to 90 degrees PID
6384,179.91,0,Shoulder 0 to 90 degrees PID
6395,180.0,-1,Shoulder 0 to 90 degrees PID
6405,179.91,0,Shoulder 0 to 90 degrees PID
6416,180.0,0,Shoulder 0 to 90 degrees PID
6427,180.0,0,Shoulder 0 to 90 degrees PID
6437,180.0,0,Shoulder 0 to 90 degrees PID
6448,180.0,0,Shoulder 0 to 90 degrees PID
6458,180.0,-1,Shoulder 0 to 90 degrees PID
6469,179.91,-1,Shoulder 0 to 90 degrees PID
6480,180.0,0,Shoulder 0 to 90 degrees PID
6490,180.0,-1,Shoulder 0 to 90 degrees PID
6501,180.0,-1,Shoulder 0 to 90 degrees PID
6511,179.91,-1,Shoulder 0 to 90 degrees PID
6521,179.91,0,Shoulder 0 to 90 degrees PID
6532,179.91,-1,Shoulder 0 to 90 degrees PID
6542,179.91,-1,Shoulder 0 to 90 degrees PID
6553,180.0,0,Shoulder 0 to 90 degrees PID
6563,180.0,0,Shoulder 0 to 90 degrees PID
6574,180.0,0,Shoulder 0 to 90 degrees PID
6584,179.91,-1,Shoulder 0 to 90 degrees PID
6595,179.91,-1,Shoulder 0 to 90 degrees PID
6605,180.0,0,Shoulder 0 to 90 degrees PID
6615,179.91,0,Shoulder 0 to 90 degrees PID
6626,180.0,-1,Shoulder 0 to 90 degrees PID
6637,180.0,0,Shoulder 0 to 90 degrees PID
6647,180.0,0,Shoulder 0 to 90 degrees PID
6658,180.0,0,Shoulder 0 to 90 degrees PID
6668,180.0,0,Shoulder 0 to 90 degrees PID
6679,180.0,0,Shoulder 0 to 90 degrees PID
6689,180.0,0,Shoulder 0 to 90 degrees PID
6700,180.0,0,Shoulder 0 to 90 degrees PID
6710,180.0,0,Shoulder 0 to 90 degrees PID
6720,179.91,0,Shoulder 0 to 90 degrees PID
6731,180.0,-1,Shoulder 0 to 90 degrees PID
6741,180.0,0,Shoulder 0 to 90 degrees PID
6752,180.0,0,Shoulder 0 to 90 degrees PID
6762,179.91,-1,Shoulder 0 to 90 degrees PID
6773,180.0,-1,Shoulder 0 to 90 degrees PID
6783,180.0,0,Shoulder 0 to 90 degrees PID
6794,179.91,0,Shoulder 0 to 90 degrees PID
6804,180.0,-1,Shoulder 0 to 90 degrees PID
6814,179.91,0,Shoulder 0 to 90 degrees PID
6824,180.0,0,Shoulder 0 to 90 degrees PID
6834,180.0,0,Shoulder 0 to 90 degrees PID
6844,180.0,-1,Shoulder 0 to 90 degrees PID
6854,180.0,0,Shoulder 0 to 90 degrees PID
6865,180.0,0,Shoulder 0 to 90 degrees PID
6875,180.0,0,Shoulder 0 to 90 degrees PID
6886,180.0,0,Shoulder 0 to 90 degrees PID
6896,180.0,0,Shoulder 0 to 90 degrees PID
6907,180.0,0,Shoulder 0 to 90 degrees PID
6917,180.0,0,Shoulder 0 to 90 degrees PID
6927,179.91,0,Shoulder 0 to 90 degrees PID
6937,179.91,-1,Shoulder 0 to 90 degrees PID
6947,180.0,0,Shoulder 0 to 90 degrees PID
6958,180.0,0,Shoulder 0 to 90 degrees PID
6968,180.0,0,Shoulder 0 to 90 degrees PID
6978,180.0,0,Shoulder 0 to 90 degrees PID
6989,180.0,0,Shoulder 0 to 90 degrees PID
6999,180.0,0,Shoulder 0 to 90 degrees PID
7010,180.0,-1,Shoulder 0 to 90 degrees PID
7020,180.0,-1,Shoulder 0 to 90 degrees PID
7031,179.91,-1,Shoulder 0 to 90 degrees PID
7041,179.91,-1,Shoulder 0 to 90 degrees PID
7051,180.0,0,Shoulder 0 to 90 degrees PID
7062,179.91,-1,Shoulder 0 to 90 degrees PID
7072,180.0,0,Shoulder 0 to 90 degrees PID
7082,180.0,0,Shoulder 0 to 90 degrees PID
7093,180.0,0,Shoulder 0 to 90 degrees PID
7103,180.0,0,Shoulder 0 to 90 degrees PID
7113,180.0,0,Shoulder 0 to 90 degrees PID
7124,179.91,-1,Shoulder 0 to 90 degrees PID
7134,179.91,-1,Shoulder 0 to 90 degrees PID
7145,180.0,0,Shoulder 0 to 90 degrees PID
7155,179.91,-1,Shoulder 0 to 90 degrees PID
7166,179.91,-1,Shoulder 0 to 90 degrees PID
7176,180.0,0,Shoulder 0 to 90 degrees PID
7187,180.0,0,Shoulder 0 to 90 degrees PID
7197,180.0,0,Shoulder 0 to 90 degrees PID
7208,180.0,0,Shoulder 0 to 90 degrees PID
7218,179.91,-1,Shoulder 0 to 90 degrees PID
7228,179.91,-1,Shoulder 0 to 90 degrees PID
7238,180.0,-1,Shoulder 0 to 90 degrees PID
7248,180.0,0,Shoulder 0 to 90 degrees PID
7259,180.0,0,Shoulder 0 to 90 degrees PID
7269,179.91,0,Shoulder 0 to 90 degrees PID
7279,180.0,-1,Shoulder 0 to 90 degrees PID
7290,180.0,0,Shoulder 0 to 90 degrees PID
7300,179.91,0,Shoulder 0 to 90 degrees PID
7311,180.09,0,Shoulder 0 to 90 degrees PID
7322,180.0,0,Shoulder 0 to 90 degrees PID
7332,180.0,0,Shoulder 0 to 90 degrees PID
7342,179.91,0,Shoulder 0 to 90 degrees PID
7353,180.0,-1,Shoulder 0 to 90 degrees PID
7363,180.0,0,Shoulder 0 to 90 degrees PID
7373,179.91,0,Shoulder 0 to 90 degrees PID
7383,180.0,0,Shoulder 0 to 90 degrees PID
7394,179.91,-1,Shoulder 0 to 90 degrees PID
7404,180.0,0,Shoulder 0 to 90 degrees PID
7414,180.0,0,Shoulder 0 to 90 degrees PID
7424,180.0,-1,Shoulder 0 to 90 degrees PID
7435,180.0,-1,Shoulder 0 to 90 degrees PID
7445,179.91,0,Shoulder 0 to 90 degrees PID
7456,180.0,-1,Shoulder 0 to 90 degrees PID
7466,180.0,-1,Shoulder 0 to 90 degrees PID
7477,180.0,-1,Shoulder 0 to 90 degrees PID
7487,179.91,-1,Shoulder 0 to 90 degrees PID
7497,180.09,0,Shoulder 0 to 90 degrees PID
7507,180.0,-1,Shoulder 0 to 90 degrees PID
7517,179.91,-1,Shoulder 0 to 90 degrees PID
7528,179.91,-1,Shoulder 0 to 90 degrees PID
7538,179.91,0,Shoulder 0 to 90 degrees PID
7549,180.0,1,Shoulder 0 to 90 degrees PID
7559,180.0,0,Shoulder 0 to 90 degrees PID
7569,180.0,0,Shoulder 0 to 90 degrees PID
7580,180.0,0,Shoulder 0 to 90 degrees PID
7590,180.0,0,Shoulder 0 to 90 degrees PID
7600,180.0,0,Shoulder 0 to 90 degrees PID
7610,180.0,0,Shoulder 0 to 90 degrees PID
7621,180.0,0,Shoulder 0 to 90 degrees PID
7631,180.09,0,Shoulder 0 to 90 degrees PID
7642,180.0,1,Shoulder 0 to 90 degrees PID
7652,180.0,0,Shoulder 0 to 90 degrees PID
7663,180.0,0,Shoulder 0 to 90 degrees PID
7673,180.09,0,Shoulder 0 to 90 degrees PID
7684,180.0,1,Shoulder 0 to 90 degrees PID
7694,179.91,0,Shoulder 0 to 90 degrees PID
7705,180.0,-1,Shoulder 0 to 90 degrees PID
7715,180.0,0,Shoulder 0 to 90 degrees PID
7726,180.0,0,Shoulder 0 to 90 degrees PID
7736,179.91,0,Shoulder 0 to 90 degrees PID
7747,180.0,-1,Shoulder 0 to 90 degrees PID
7757,180.0,0,Shoulder 0 to 90 degrees PID
7768,179.91,0,Shoulder 0 to 90 degrees PID
7778,180.0,-1,Shoulder 0 to 90 degrees PID
7789,180.0,0,Shoulder 0 to 90 degrees PID
7799,180.0,0,Shoulder 0 to 90 degrees PID
7810,179.91,0,Shoulder 0 to 90 degrees PID
7820,180.0,0,Shoulder 0 to 90 degrees PID
7831,179.91,0,Shoulder 0 to 90 degrees PID
7841,180.0,0,Shoulder 0 to 90 degrees PID
7852,179.91,0,Shoulder 0 to 90 degrees PID
7862,179.91,-1,Shoulder 0 to 90 degrees PID
7873,180.0,-1,Shoulder 0 to 90 degrees PID
7884,180.0,0,Shoulder 0 to 90 degrees PID
7894,179.91,0,Shoulder 0 to 90 degrees PID
7905,179.91,0,Shoulder 0 to 90 degrees PID
7915,180.0,-1,Shoulder 0 to 90 degrees PID
7925,180.0,0,Shoulder 0 to 90 degrees PID
7935,180.0,0,Shoulder 0 to 90 degrees PID
7945,180.0,0,Shoulder 0 to 90 degrees PID
7955,179.91,0,Shoulder 0 to 90 degrees PID
7966,180.0,-1,Shoulder 0 to 90 degrees PID
7976,180.0,-1,Shoulder 0 to 90 degrees PID
7987,179.91,0,Shoulder 0 to 90 degrees PID
7997,179.91,0,Shoulder 0 to 90 degrees PID
8007,180.0,-1,Shoulder 0 to 90 degrees PID
8017,180.0,0,Shoulder 0 to 90 degrees PID
8028,180.0,0,Shoulder 0 to 90 degrees PID
8038,180.0,0,Shoulder 0 to 90 degrees PID
8048,180.0,0,Shoulder 0 to 90 degrees PID
8058,180.0,-1,Shoulder 0 to 90 degrees PID
8068,180.0,0,Shoulder 0 to 90 degrees PID
8078,179.91,0,Shoulder 0 to 90 degrees PID
8089,180.0,0,Shoulder 0 to 90 degrees PID
8100,180.09,0,Shoulder 0 to 90 degrees PID
8110,179.91,-1,Shoulder 0 to 90 degrees PID
8120,180.0,0,Shoulder 0 to 90 degrees PID
8130,180.0,0,Shoulder 0 to 90 degrees PID
8140,180.0,0,Shoulder 0 to 90 degrees PID
8151,179.91,-1,Shoulder 0 to 90 degrees PID
8161,180.09,-1,Shoulder 0 to 90 degrees PID
8171,179.91,-1,Shoulder 0 to 90 degrees PID
8182,179.91,0,Shoulder 0 to 90 degrees PID
8192,179.91,-1,Shoulder 0 to 90 degrees PID
8203,180.0,0,Shoulder 0 to 90 degrees PID
8214,180.0,0,Shoulder 0 to 90 degrees PID
8224,179.91,0,Shoulder 0 to 90 degrees PID
8235,180.0,0,Shoulder 0 to 90 degrees PID
8245,180.0,-1,Shoulder 0 to 90 degrees PID
8256,179.91,0,Shoulder 0 to 90 degrees PID
8267,179.91,0,Shoulder 0 to 90 degrees PID
8277,180.0,-1,Shoulder 0 to 90 degrees PID
8288,180.0,-1,Shoulder 0 to 90 degrees PID
8298,180.0,0,Shoulder 0 to 90 degrees PID
8309,180.0,0,Shoulder 0 to 90 degrees PID
8320,180.0,0,Shoulder 0 to 90 degrees PID
8330,180.0,0,Shoulder 0 to 90 degrees PID
8341,179.91,0,Shoulder 0 to 90 degrees PID
8351,179.91,0,Shoulder 0 to 90 degrees PID
8362,180.09,1,Shoulder 0 to 90 degrees PID
8373,180.0,0,Shoulder 0 to 90 degrees PID
8383,179.91,0,Shoulder 0 to 90 degrees PID
8394,180.0,-1,Shoulder 0 to 90 degrees PID
8404,179.91,-1,Shoulder 0 to 90 degrees PID
8415,179.91,-1,Shoulder 0 to 90 degrees PID
8425,180.0,0,Shoulder 0 to 90 degrees PID
8435,179.91,-1,Shoulder 0 to 90 degrees PID
8446,179.91,-1,Shoulder 0 to 90 degrees PID
8456,179.91,0,Shoulder 0 to 90 degrees PID
8467,180.0,0,Shoulder 0 to 90 degrees PID
8478,180.0,-1,Shoulder 0 to 90 degrees PID
8488,179.91,-1,Shoulder 0 to 90 degrees PID
8499,180.0,0,Shoulder 0 to 90 degrees PID
8509,179.91,0,Shoulder 0 to 90 degrees PID
8519,180.0,-1,Shoulder 0 to 90 degrees PID
8530,179.91,0,Shoulder 0 to 90 degrees PID
8540,180.0,-1,Shoulder 0 to 90 degrees PID
8550,180.0,0,Shoulder 0 to 90 degrees PID
8560,180.0,0,Shoulder 0 to 90 degrees PID
8570,180.0,0,Shoulder 0 to 90 degrees PID
8580,179.91,0,Shoulder 0 to 90 degrees PID
8590,180.0,0,Shoulder 0 to 90 degrees PID
8600,180.0,0,Shoulder 0 to 90 degrees PID
8611,180.0,-1,Shoulder 0 to 90 degrees PID
8621,180.0,-1,Shoulder 0 to 90 degrees PID
8631,180.0,0,Shoulder 0 to 90 degrees PID
8641,180.0,0,Shoulder 0 to 90 degrees PID
8652,180.0,0,Shoulder 0 to 90 degrees PID
8662,179.91,0,Shoulder 0 to 90 degrees PID
8672,180.0,1,Shoulder 0 to 90 degrees PID
8682,179.91,-1,Shoulder 0 to 90 degrees PID
8692,179.91,0,Shoulder 0 to 90 degrees PID
8702,179.91,0,Shoulder 0 to 90 degrees PID
8712,179.91,-1,Shoulder 0 to 90 degrees PID
8723,180.0,0,Shoulder 0 to 90 degrees PID
8733,180.0,-1,Shoulder 0 to 90 degrees PID
8743,180.0,-1,Shoulder 0 to 90 degrees PID
8754,180.0,-1,Shoulder 0 to 90 degrees PID
8765,180.0,0,Shoulder 0 to 90 degrees PID
8775,180.0,0,Shoulder 0 to 90 degrees PID
8786,179.91,0,Shoulder 0 to 90 degrees PID
8796,180.0,0,Shoulder 0 to 90 degrees PID
8807,180.0,0,Shoulder 0 to 90 degrees PID
8817,180.0,0,Shoulder 0 to 90 degrees PID
8828,180.0,-1,Shoulder 0 to 90 degrees PID
8838,180.0,0,Shoulder 0 to 90 degrees PID
8848,180.0,0,Shoulder 0 to 90 degrees PID
8859,180.0,0,Shoulder 0 to 90 degrees PID
8869,180.0,0,Shoulder 0 to 90 degrees PID
8880,179.91,0,Shoulder 0 to 90 degrees PID
8890,179.91,-1,Shoulder 0 to 90 degrees PID
8901,179.91,-1,Shoulder 0 to 90 degrees PID
8911,179.91,-1,Shoulder 0 to 90 degrees PID
8922,179.91,-1,Shoulder 0 to 90 degrees PID
8932,179.91,-1,Shoulder 0 to 90 degrees PID
8943,180.0,-1,Shoulder 0 to 90 degrees PID
8953,180.0,0,Shoulder 0 to 90 degrees PID
8964,180.0,0,Shoulder 0 to 90 degrees PID
8974,180.0,0,Shoulder 0 to 90 degrees PID
8984,179.91,0,Shoulder 0 to 90 degrees PID
8995,180.0,0,Shoulder 0 to 90 degrees PID
9005,180.0,0,Shoulder 0 to 90 degrees PID
9015,180.0,0,Shoulder 0 to 90 degrees PID
9026,179.91,0,Shoulder 0 to 90 degrees PID
9036,180.0,-1,Shoulder 0 to 90 degrees PID
9046,180.0,-1,Shoulder 0 to 90 degrees PID
9056,180.0,0,Shoulder 0 to 90 degrees PID
9067,179.91,-1,Shoulder 0 to 90 degrees PID
9077,180.0,0,Shoulder 0 to 90 degrees PID
9087,179.91,0,Shoulder 0 to 90 degrees PID
9097,179.91,0,Shoulder 0 to 90 degrees PID
9108,180.0,-1,Shoulder 0 to 90 degrees PID
9118,180.0,0,Shoulder 0 to 90 degrees PID
9128,179.91,-1,Shoulder 0 to 90 degrees PID
9138,180.0,0,Shoulder 0 to 90 degrees PID
9149,180.0,-1,Shoulder 0 to 90 degrees PID
9159,179.91,-1,Shoulder 0 to 90 degrees PID
9169,180.0,0,Shoulder 0 to 90 degrees PID
9179,179.91,-1,Shoulder 0 to 90 degrees PID
9189,180.0,-1,Shoulder 0 to 90 degrees PID
9200,180.0,-1,Shoulder 0 to 90 degrees PID
9210,180.0,-1,Shoulder 0 to 90 degrees PID
9220,180.0,0,Shoulder 0 to 90 degrees PID
9231,180.0,-1,Shoulder 0 to 90 degrees PID
9241,179.91,-1,Shoulder 0 to 90 degrees PID
9251,180.0,0,Shoulder 0 to 90 degrees PID
9262,179.91,-1,Shoulder 0 to 90 degrees PID
9272,180.0,0,Shoulder 0 to 90 degrees PID
9283,179.91,-1,Shoulder 0 to 90 degrees PID
9294,180.0,0,Shoulder 0 to 90 degrees PID
9304,180.0,0,Shoulder 0 to 90 degrees PID
9314,180.0,0,Shoulder 0 to 90 degrees PID
9325,180.0,0,Shoulder 0 to 90 degrees PID
9335,180.0,0,Shoulder 0 to 90 degrees PID
9346,180.0,0,Shoulder 0 to 90 degrees PID
9356,180.0,0,Shoulder 0 to 90 degrees PID
9367,180.0,0,Shoulder 0 to 90 degrees PID
9378,180.0,0,Shoulder 0 to 90 degrees PID
9388,179.91,-1,Shoulder 0 to 90 degrees PID
9399,179.91,-1,Shoulder 0 to 90 degrees PID
9409,180.0,0,Shoulder 0 to 90 degrees PID
9420,180.0,0,Shoulder 0 to 90 degrees PID
9430,180.0,0,Shoulder 0 to 90 degrees PID
9441,180.0,0,Shoulder 0 to 90 degrees PID
9451,180.0,0,Shoulder 0 to 90 degrees PID
9461,179.91,0,Shoulder 0 to 90 degrees PID
9472,179.91,0,Shoulder 0 to 90 degrees PID
9482,180.0,-1,Shoulder 0 to 90 degrees PID
9493,180.0,-1,Shoulder 0 to 90 degrees PID
9503,180.0,0,Shoulder 0 to 90 degrees PID
9513,180.09,0,Shoulder 0 to 90 degrees PID
9524,179.91,-1,Shoulder 0 to 90 degrees PID
9534,180.0,-1,Shoulder 0 to 90 degrees PID
9545,180.0,0,Shoulder 0 to 90 degrees PID
9555,180.0,0,Shoulder 0 to 90 degrees PID
9565,180.0,-1,Shoulder 0 to 90 degrees PID
9575,179.91,0,Shoulder 0 to 90 degrees PID
9585,180.0,-1,Shoulder 0 to 90 degrees PID
9595,180.0,0,Shoulder 0 to 90 degrees PID
9605,180.0,0,Shoulder 0 to 90 degrees PID
9616,180.0,-1,Shoulder 0 to 90 degrees PID
9626,180.0,0,Shoulder 0 to 90 degrees PID
9636,180.0,0,Shoulder 0 to 90 degrees PID
9646,179.91,0,Shoulder 0 to 90 degrees PID
9657,180.0,0,Shoulder 0 to 90 degrees PID
9667,180.0,0,Shoulder 0 to 90 degrees PID
9677,180.0,0,Shoulder 0 to 90 degrees PID
9688,180.0,0,Shoulder 0 to 90 degrees PID
9698,180.0,0,Shoulder 0 to 90 degrees PID
9708,179.91,0,Shoulder 0 to 90 degrees PID
9718,180.0,0,Shoulder 0 to 90 degrees PID
9729,179.91,0,Shoulder 0 to 90 degrees PID
9740,179.91,-1,Shoulder 0 to 90 degrees PID
9750,180.0,0,Shoulder 0 to 90 degrees PID
9760,179.91,-1,Shoulder 0 to 90 degrees PID
9771,180.0,0,Shoulder 0 to 90 degrees PID
9781,180.0,0,Shoulder 0 to 90 degrees PID
9791,180.0,0,Shoulder 0 to 90 degrees PID
9802,180.0,0,Shoulder 0 to 90 degrees PID
9812,180.0,0,Shoulder 0 to 90 degrees PID
9822,180.0,0,Shoulder 0 to 90 degrees PID
9832,179.91,0,Shoulder 0 to 90 degrees PID
9843,180.0,0,Shoulder 0 to 90 degrees PID
9853,179.91,0,Shoulder 0 to 90 degrees PID
9864,180.0,-1,Shoulder 0 to 90 degrees PID
9875,180.0,0,Shoulder 0 to 90 degrees PID
9885,179.91,0,Shoulder 0 to 90 degrees PID
9896,180.0,-1,Shoulder 0 to 90 degrees PID
9906,180.0,0,Shoulder 0 to 90 degrees PID
9917,180.0,0,Shoulder 0 to 90 degrees PID
9927,179.91,0,Shoulder 0 to 90 degrees PID
9938,180.0,-1,Shoulder 0 to 90 degrees PID
9948,179.91,0,Shoulder 0 to 90 degrees PID
9959,180.0,-1,Shoulder 0 to 90 degrees PID
9969,179.91,0,Shoulder 0 to 90 degrees PID
9980,180.0,-1,Shoulder 0 to 90 degrees PID
9990,179.91,0,Shoulder 0 to 90 degrees PID
10001,179.91,-1,Shoulder 0 to 90 degrees PID
10011,179.91,-1,Shoulder 0 to 90 degrees PID
10022,180.0,0,Shoulder 0 to 90 degrees PID
10032,179.91,0,Shoulder 0 to 90 degrees PID
10043,179.91,-1,Shoulder 0 to 90 degrees PID
10053,180.0,-1,Shoulder 0 to 90 degrees PID
10064,179.91,0,Shoulder 0 to 90 degrees PID
10074,179.91,-1,Shoulder 0 to 90 degrees PID
10085,179.91,-1,Shoulder 0 to 90 degrees PID
10095,180.0,-1,Shoulder 0 to 90 degrees PID
10106,180.0,0,Shoulder 0 to 90 degrees PID
10116,180.0,0,Shoulder 0 to 90 degrees PID
10127,179.91,0,Shoulder 0 to 90 degrees PID
10137,180.0,-1,Shoulder 0 to 90 degrees PID
10147,179.91,-1,Shoulder 0 to 90 degrees PID
10158,179.91,0,Shoulder 0 to 90 degrees PID
10168,180.0,-1,Shoulder 0 to 90 degrees PID
10178,180.0,0,Shoulder 0 to 90 degrees PID
10189,180.0,0,Shoulder 0 to 90 degrees PID
10199,180.0,0,Shoulder 0 to 90 degrees PID
10209,180.0,0,Shoulder 0 to 90 degrees PID
10220,180.0,0,Shoulder 0 to 90 degrees PID
10230,180.0,-1,Shoulder 0 to 90 degrees PID
10240,180.09,0,Shoulder 0 to 90 degrees PID
10250,180.0,0,Shoulder 0 to 90 degrees PID
10261,180.0,0,Shoulder 0 to 90 degrees PID
10271,179.91,0,Shoulder 0 to 90 degrees PID
10281,180.0,0,Shoulder 0 to 90 degrees PID
10292,180.0,-1,Shoulder 0 to 90 degrees PID
10302,180.0,0,Shoulder 0 to 90 degrees PID
10312,180.0,0,Shoulder 0 to 90 degrees PID
10323,179.91,0,Shoulder 0 to 90 degrees PID
10333,180.0,-1,Shoulder 0 to 90 degrees PID
10343,180.0,0,Shoulder 0 to 90 degrees PID
10353,180.0,-1,Shoulder 0 to 90 degrees PID
10364,180.0,0,Shoulder 0 to 90 degrees PID
10374,180.0,0,Shoulder 0 to 90 degrees PID
10384,180.0,0,Shoulder 0 to 90 degrees PID
10395,179.91,0,Shoulder 0 to 90 degrees PID
10406,179.91,-1,Shoulder 0 to 90 degrees PID
10416,180.0,0,Shoulder 0 to 90 degrees PID
10426,179.91,0,Shoulder 0 to 90 degrees PID
10436,180.0,0,Shoulder 0 to 90 degrees PID
10447,179.91,-1,Shoulder 0 to 90 degrees PID
10461,179.91,0,Shoulder 0 to 90 degrees PID
10471,179.91,0,Shoulder 0 to 90 degrees PID
10482,180.0,0,Shoulder 0 to 90 degrees PID
10492,179.91,0,Shoulder 0 to 90 degrees PID
10502,180.0,0,Shoulder 0 to 90 degrees PID
10512,179.91,-1,Shoulder 0 to 90 degrees PID
10523,179.91,0,Shoulder 0 to 90 degrees PID
10533,180.0,0,Shoulder 0 to 90 degrees PID
10544,180.0,-1,Shoulder 0 to 90 degrees PID
10554,180.0,-1,Shoulder 0 to 90 degrees PID
10565,180.0,0,Shoulder 0 to 90 degrees PID
10575,180.0,-1,Shoulder 0 to 90 degrees PID
10585,180.0,-1,Shoulder 0 to 90 degrees PID
10596,179.91,0,Shoulder 0 to 90 degrees PID
10607,179.91,0,Shoulder 0 to 90 degrees PID
10617,180.0,0,Shoulder 0 to 90 degrees PID
10628,179.91,0,Shoulder 0 to 90 degrees PID
10638,179.91,0,Shoulder 0 to 90 degrees PID
10648,180.0,0,Shoulder 0 to 90 degrees PID
10659,179.91,-1,Shoulder 0 to 90 degrees PID
10669,180.0,0,Shoulder 0 to 90 degrees PID
10679,179.91,0,Shoulder 0 to 90 degrees PID
10689,180.0,-1,Shoulder 0 to 90 degrees PID
10700,180.0,1,Shoulder 0 to 90 degrees PID
10710,179.91,0,Shoulder 0 to 90 degrees PID
10721,179.91,-1,Shoulder 0 to 90 degrees PID
10731,179.91,0,Shoulder 0 to 90 degrees PID
10741,180.0,0,Shoulder 0 to 90 degrees PID
10752,179.91,0,Shoulder 0 to 90 degrees PID
10762,180.0,0,Shoulder 0 to 90 degrees PID
10772,180.0,-1,Shoulder 0 to 90 degrees PID
10782,180.0,-1,Shoulder 0 to 90 degrees PID
10793,180.0,0,Shoulder 0 to 90 degrees PID
10803,180.0,-1,Shoulder 0 to 90 degrees PID
10813,179.91,0,Shoulder 0 to 90 degrees PID
10823,179.91,-1,Shoulder 0 to 90 degrees PID
10834,180.0,-1,Shoulder 0 to 90 degrees PID
10844,179.91,-1,Shoulder 0 to 90 degrees PID
10855,180.0,-1,Shoulder 0 to 90 degrees PID
10865,180.0,0,Shoulder 0 to 90 degrees PID
10876,180.0,0,Shoulder 0 to 90 degrees PID
10886,179.91,0,Shoulder 0 to 90 degrees PID
10896,180.0,-1,Shoulder 0 to 90 degrees PID
10907,180.0,0,Shoulder 0 to 90 degrees PID
10917,179.91,-1,Shoulder 0 to 90 degrees PID
10928,180.0,0,Shoulder 0 to 90 degrees PID
10938,180.0,0,Shoulder 0 to 90 degrees PID
10948,180.0,0,Shoulder 0 to 90 degrees PID
10959,180.0,0,Shoulder 0 to 90 degrees PID
10969,180.0,-1,Shoulder 0 to 90 degrees PID
10979,180.0,0,Shoulder 0 to 90 degrees PID
